"doc_id","text"
"1396380849440886785","Update Peringatan Dini Cuaca Wilayah - Jawa Tengah Tgl. 23 Mei 2021 pkl. 15:30 WIB
Prakirawan - BMKG - Jawa Tengah
https://t.co/wzKRfDRx1n"
"1396380765454180357","Halo Sobat BMKG

Berikut disampaikan Prakiraan Cuaca Esok Hari untuk Wilayah DKI Jakarta (Per-Kecamatan).
Dapat diakses juga di link : https://t.co/nzb5ALcP2U

Dan unduh aplikasi InfoBMKG melalui Appstore dan Playstore

#infobmkgpws #markicugrafis #23mei2021pws https://t.co/nFknFd7uTm"
"1396379841037885442","Update Peringatan Dini Cuaca Wilayah - Jawa Barat Tgl. 23 Mei 2021 pkl. 15:40 WIB
Prakirawan - BMKG - Jawa Barat
https://t.co/wzKRfDRx1n"
"1396379176274337796","Peringatan dini cuaca wilayah Kalimantan Tengah [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/9xYrInZYTn"
"1396374853599449089","Peringatan dini cuaca wilayah Kalimantan Selatan [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/vv7nducedH"
"1396370596590592002","Peringatan dini cuaca wilayah Lampung [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/LcAnvK8B4D"
"1396370513073565698","Peringatan dini cuaca wilayah Maluku [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/4X5QNPs5eI"
"1396368738090291203","Peringatan dini cuaca wilayah Kepulauan Bangka Belitung [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/2QNU9d8U87"
"1396368349689368580","Peringatan dini cuaca wilayah Sulawesi Tenggara [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/bfRSTaWUMK"
"1396363774945218562","Peringatan dini cuaca wilayah Gorontalo [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/9C9MawsmBA"
"1396360856548507649","Update Peringatan Dini Cuaca Wilayah - Jabodetabek Tgl. 23 Mei 2021 pkl. 14:30 WIB
Prakirawan - BMKG - Pusat
https://t.co/wzKRfDRx1n"
"1396360798188883971","Peringatan dini cuaca wilayah Jabodetabek [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/7qrn4oPKAE"
"1396358443590590467","Peringatan dini cuaca wilayah Kepulauan Bangka Belitung [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/zOYcx4l5ZJ"
"1396357985769644035","Peringatan dini cuaca wilayah Banten [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/3T8tr35wV5"
"1396357261702823938","Peringatan dini cuaca wilayah Papua Barat [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/ky0ieQISNn"
"1396356885062713345","Update Peringatan Dini Cuaca Wilayah - Banten Tgl. 23 Mei 2021 pkl. 14:15 WIB
Prakirawan - BMKG - Banten 
https://t.co/wzKRfDRx1n"
"1396355426308923393","Peringatan dini cuaca wilayah Jawa Timur [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/W1XsG5HZrG"
"1396352604192473092","Peringatan dini cuaca wilayah Jawa Tengah [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/Qn5ZX2Qkde"
"1396351439945945093","Update Peringatan Dini Cuaca Wilayah - Jawa Tengah Tgl. 23 Mei 2021 pkl. 13:35 WIB
Prakirawan - BMKG - Jawa Tengah
https://t.co/wzKRfDRx1n"
"1396345068424888322","Peringatan dini cuaca wilayah Kalimantan Selatan [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/6w1M330XuW"
"1396344113616670727","Update Peringatan Dini Cuaca Wilayah - Jabodetabek Tgl. 23 Mei 2021 pkl. 13:20 WIB
Prakirawan - BMKG - Pusat
https://t.co/wzKRfDRx1n"
"1396342461576871941","Peringatan dini cuaca wilayah Lampung [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/x4NFxkeoO4"
"1396340508436295686","Peringatan dini cuaca wilayah Gorontalo [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/UpASu3SWcN"
"1396340376709918721","Peringatan dini cuaca wilayah Kalimantan Timur [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/3t0VsU6668"
"1396339026802614274","Peringatan dini cuaca wilayah Nusa Tenggara Barat [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/lfUnxV0zbx"
"1396337733509865477","Peringatan dini cuaca wilayah Jawa Timur [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/3zsfAlmf2e"
"1396329903209943041","Peringatan dini cuaca wilayah Kepulauan Bangka Belitung [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/cvrNC2bli0"
"1396328028045598722","Peringatan dini cuaca wilayah Maluku [23 Mei 2021] #BMKG
Selengkapnya klik tautan berikut https://t.co/kWEFQQMlaJ"
